RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
*,*,*,807,Western Europe,Female,"[35,45[","[0,3[",134590,1,1,1,46254,0
*,*,*,727,Southern Europe,Male,"[55,93[","[6,9[",0,1,1,1,198447,1
*,*,*,685,Western Europe,Female,"[18,25[","[6,9[",97956,1,1,1,164966,0
*,*,*,626,Western Europe,Female,"[35,45[","[0,3[",0,1,0,1,173117,1
*,*,*,594,Western Europe,Female,"[18,25[","[0,3[",87097,2,1,0,168186,0
*,*,*,509,Western Europe,Female,"[45,55[","[0,3[",0,1,1,0,71245,1
*,*,*,748,Western Europe,Female,"[35,45[","[9,12[",132866,1,1,1,59636,1
*,*,*,717,Western Europe,Male,"[35,45[","[0,3[",148062,1,1,0,179129,1
*,*,*,550,Western Europe,Female,"[45,55[","[6,9[",0,2,1,0,130590,0
*,*,*,518,Western Europe,Male,"[55,93[","[3,6[",138772,1,0,1,123872,0
*,*,*,706,Southern Europe,Male,"[55,93[","[3,6[",114387,1,1,1,28602,0
*,*,*,654,Western Europe,Female,"[18,25[","[6,9[",145082,1,1,1,130075,0
*,*,*,733,Western Europe,Female,"[18,25[","[3,6[",161885,1,1,1,9617,0
*,*,*,571,Western Europe,Female,"[25,35[","[9,12[",0,2,0,1,77520,0
*,*,*,656,Western Europe,Male,"[25,35[","[6,9[",138705,2,1,0,37136,0
*,*,*,747,Western Europe,Male,"[25,35[","[6,9[",0,2,1,1,141706,0
*,*,*,568,Western Europe,Female,"[25,35[","[0,3[",61592,2,1,1,61797,0
*,*,*,774,Western Europe,Male,"[35,45[","[6,9[",103688,1,0,1,118972,0
*,*,*,639,Southern Europe,Male,"[25,35[","[6,9[",149940,2,0,0,156649,0
*,*,*,540,Western Europe,Male,"[18,25[","[3,6[",0,3,1,1,186233,1
*,*,*,677,Western Europe,Male,"[25,35[","[3,6[",126729,1,1,1,26106,1
*,*,*,782,Southern Europe,Female,"[25,35[","[3,6[",0,2,1,0,143614,0
*,*,*,491,Western Europe,Female,"[55,93[","[3,6[",107572,1,0,1,113696,0
*,*,*,702,Western Europe,Male,"[25,35[","[0,3[",71281,1,1,1,108747,1
*,*,*,789,Western Europe,Female,"[25,35[","[6,9[",66202,1,1,1,79458,0
*,*,*,643,Western Europe,Male,"[25,35[","[3,6[",0,2,1,1,152992,0
*,*,*,544,*,*,*,*,161526,2,1,*,9263,0
*,*,*,747,Western Europe,Male,"[35,45[","[9,12[",135776,3,1,0,85470,1
*,*,*,625,Western Europe,Male,"[35,45[","[3,6[",122351,1,1,0,71217,0
*,*,*,624,Western Europe,Male,"[45,55[","[9,12[",123401,2,1,1,127825,0
*,*,*,764,Western Europe,Female,"[35,45[","[3,6[",81042,1,0,1,109805,0
*,*,*,676,Western Europe,Female,"[35,45[","[0,3[",147803,1,1,0,95181,1
*,*,*,709,Western Europe,Female,"[18,25[","[3,6[",110949,1,1,1,168516,0
*,*,*,559,Southern Europe,Male,"[25,35[","[3,6[",0,2,1,1,163221,0
*,*,*,611,Western Europe,Female,"[25,35[","[3,6[",78886,2,1,1,26928,0
*,*,*,738,Western Europe,Male,"[35,45[","[3,6[",0,2,1,1,114389,0
*,*,*,468,Western Europe,Male,"[45,55[","[6,9[",91444,1,1,0,10958,0
*,*,*,501,Western Europe,Female,"[35,45[","[0,3[",0,2,0,0,141947,0
*,*,*,659,Western Europe,Female,"[25,35[","[9,12[",0,2,1,1,93156,0
*,*,*,594,*,*,*,*,97379,1,1,*,71405,0
*,*,*,756,Western Europe,Male,"[25,35[","[6,9[",179960,1,1,0,89938,0
*,*,*,641,Western Europe,Male,"[45,55[","[6,9[",153591,2,1,1,130911,0
*,*,*,844,Western Europe,Male,"[35,45[","[6,9[",111502,1,1,1,119333,0
*,*,*,665,Western Europe,Female,"[35,45[","[3,6[",0,2,1,0,156440,0
*,*,*,569,Southern Europe,Female,"[45,55[","[3,6[",0,3,1,0,75085,1
*,*,*,668,Southern Europe,Male,"[35,45[","[0,3[",147904,1,1,1,69370,0
*,*,*,598,Western Europe,Male,"[35,45[","[3,6[",91537,1,1,0,191469,1
*,*,*,728,Western Europe,Male,"[35,45[","[6,9[",0,2,1,0,40024,0
*,*,*,620,Southern Europe,Male,"[35,45[","[0,3[",0,2,1,1,38015,0
*,*,*,753,Western Europe,Male,"[55,93[","[6,9[",0,1,1,0,159475,1
*,*,*,844,Western Europe,Female,"[25,35[","[3,6[",0,2,0,1,123318,0
*,*,*,503,Southern Europe,Male,"[25,35[","[3,6[",0,2,1,1,21645,0
*,*,*,626,Western Europe,Male,"[25,35[","[3,6[",115085,2,0,1,26907,0
*,*,*,737,Western Europe,Female,"[35,45[","[0,3[",125537,1,1,0,138510,1
*,*,*,636,Southern Europe,Male,"[35,45[","[0,3[",0,3,1,1,74048,1
*,*,*,619,Southern Europe,Female,"[55,93[","[6,9[",0,2,1,1,42442,0
*,*,*,850,Western Europe,Female,"[25,35[","[6,9[",0,2,1,1,55594,0
*,*,*,584,Western Europe,Male,"[25,35[","[6,9[",40173,1,1,1,137439,0
*,*,*,730,Southern Europe,Male,"[55,93[","[3,6[",112181,1,0,1,61514,0
*,*,*,464,Western Europe,Female,"[35,45[","[3,6[",85679,1,1,1,164105,0
*,*,*,479,Southern Europe,Male,"[25,35[","[0,3[",172463,1,1,1,40315,0
*,*,*,619,Western Europe,Female,"[25,35[","[3,6[",100489,2,0,1,36447,0
*,*,*,539,Western Europe,Male,"[35,45[","[3,6[",0,2,1,0,36692,0
*,*,*,595,Western Europe,Female,"[45,55[","[6,9[",0,2,1,0,41372,1
*,*,*,635,Western Europe,Male,"[25,35[","[3,6[",127010,1,1,0,161910,0
*,*,*,555,Western Europe,Female,"[25,35[","[6,9[",0,2,1,0,93122,0
*,*,*,625,Western Europe,Male,"[35,45[","[0,3[",0,2,1,0,100403,0
*,*,*,739,Western Europe,Female,"[18,25[","[3,6[",133801,1,0,1,150246,0
*,*,*,666,Western Europe,Male,"[25,35[","[3,6[",110153,1,0,1,74849,0
*,*,*,654,Western Europe,Female,"[35,45[","[3,6[",0,1,0,1,71492,0
*,*,*,691,Western Europe,Male,"[25,35[","[3,6[",160359,2,1,0,142368,0
*,*,*,786,Western Europe,Male,"[18,25[","[0,3[",120136,2,1,1,125449,0
*,*,*,781,Western Europe,Female,"[35,45[","[3,6[",156556,1,1,1,175674,0
*,*,*,539,Southern Europe,Male,"[35,45[","[6,9[",71461,2,1,1,10074,0
*,*,*,691,Western Europe,Female,"[25,35[","[3,6[",40916,1,1,0,126214,1
*,*,*,813,Western Europe,Male,"[25,35[","[0,3[",116417,1,0,1,85808,0
*,*,*,710,Western Europe,Female,"[35,45[","[0,3[",156067,1,1,1,9984,0
*,*,*,592,Western Europe,Female,"[25,35[","[9,12[",0,2,1,1,20460,0
*,*,*,656,*,*,*,*,151763,1,0,*,127014,0
*,*,*,635,Western Europe,Female,"[45,55[","[0,3[",125725,2,1,0,63237,0
*,*,*,465,Western Europe,Male,"[35,45[","[9,12[",117221,1,1,0,168281,0
*,*,*,502,Western Europe,Male,"[25,35[","[3,6[",174674,2,1,0,33301,0
*,*,*,635,Southern Europe,Female,"[35,45[","[3,6[",0,2,1,0,91087,0
*,*,*,718,Western Europe,Male,"[25,35[","[0,3[",0,2,0,0,26229,0
*,*,*,640,Western Europe,Female,"[25,35[","[3,6[",32198,1,0,1,141446,0
*,*,*,686,Western Europe,Male,"[35,45[","[9,12[",134561,1,1,0,27596,0
*,*,*,850,Western Europe,Female,"[25,35[","[6,9[",43658,2,1,1,3025,0
*,*,*,757,Western Europe,Male,"[25,35[","[6,9[",130306,1,1,0,77469,0
*,*,*,540,Western Europe,Male,"[55,93[","[0,3[",91870,1,0,1,95421,0
*,*,*,656,Western Europe,Female,"[45,55[","[9,12[",0,2,1,1,85241,1
*,*,*,758,Western Europe,Female,"[18,25[","[3,6[",122739,1,1,0,102461,1
*,*,*,682,Western Europe,Male,"[25,35[","[9,12[",200725,1,0,1,82873,1
*,*,*,716,Western Europe,Male,"[55,93[","[3,6[",121412,1,0,0,10070,1
*,*,*,717,Western Europe,Male,"[45,55[","[6,9[",0,2,0,1,97615,0
*,*,*,644,Western Europe,Female,"[25,35[","[6,9[",141529,1,1,1,167087,1
*,*,*,525,Western Europe,Male,"[25,35[","[0,3[",112833,1,0,1,175179,0
*,*,*,643,Southern Europe,Female,"[35,45[","[6,9[",0,2,1,1,41550,0
*,*,*,781,Western Europe,Male,"[35,45[","[6,9[",92526,2,1,1,173838,0
*,*,*,850,Western Europe,Male,"[35,45[","[3,6[",54901,1,1,1,140076,0
*,*,*,839,Western Europe,Male,"[45,55[","[0,3[",136911,1,1,1,168185,1
*,*,*,773,Western Europe,Male,"[45,55[","[6,9[",96877,1,1,1,113951,0
*,*,*,742,Western Europe,Female,"[35,45[","[6,9[",107926,1,0,1,17375,1
*,*,*,850,Western Europe,Female,"[45,55[","[0,3[",157867,1,1,1,18986,0
*,*,*,695,Western Europe,Male,"[35,45[","[3,6[",161533,1,1,0,100941,0
*,*,*,630,Western Europe,Female,"[25,35[","[9,12[",106937,2,1,0,138275,0
*,*,*,798,Western Europe,Female,"[25,35[","[6,9[",80204,2,1,0,70223,0
*,*,*,723,Western Europe,Male,"[18,25[","[3,6[",0,2,0,0,24847,0
*,*,*,469,Western Europe,Male,"[35,45[","[9,12[",113599,1,0,0,11950,0
*,*,*,587,Southern Europe,Male,"[55,93[","[6,9[",121286,1,0,1,6777,0
*,*,*,484,Southern Europe,Female,"[35,45[","[3,6[",0,2,1,1,175224,0
*,*,*,674,Western Europe,Female,"[35,45[","[3,6[",131594,1,0,1,171345,1
*,*,*,638,Western Europe,Male,"[55,93[","[6,9[",0,1,1,0,33676,1
*,*,*,625,Western Europe,Male,"[25,35[","[3,6[",130484,1,1,0,122811,0
*,*,*,798,Western Europe,Female,"[35,45[","[3,6[",111723,1,1,1,83478,0
*,*,*,693,Western Europe,Male,"[35,45[","[6,9[",178112,1,0,0,58720,1
*,*,*,641,Western Europe,Female,"[35,45[","[6,9[",0,2,0,0,121139,0
*,*,*,652,Western Europe,Male,"[45,55[","[6,9[",0,2,0,1,43496,0
*,*,*,516,Western Europe,Female,"[35,45[","[0,3[",112774,2,1,1,139367,0
*,*,*,576,Western Europe,Male,"[55,93[","[3,6[",148844,1,1,0,69414,1
*,*,*,547,Western Europe,Male,"[45,55[","[6,9[",121538,2,1,0,46521,1
*,*,*,753,Western Europe,Female,"[35,45[","[6,9[",155063,1,1,1,16461,0
*,*,*,746,Western Europe,Male,"[35,45[","[9,12[",127157,1,1,1,155700,0
*,*,*,572,Western Europe,Female,"[45,55[","[0,3[",0,2,1,0,36100,0
*,*,*,632,Western Europe,Male,"[45,55[","[0,3[",0,2,0,0,57943,0
*,*,*,710,Southern Europe,Female,"[55,93[","[3,6[",0,2,1,1,9377,0
*,*,*,613,Southern Europe,Male,"[35,45[","[9,12[",100525,1,1,1,47299,0
*,*,*,667,Western Europe,Male,"[25,35[","[0,3[",103847,1,1,0,20561,0
*,*,*,678,Western Europe,Male,"[55,93[","[3,6[",129647,1,1,1,184125,1
*,*,*,635,Western Europe,Female,"[45,55[","[6,9[",130796,2,1,1,43250,0
*,*,*,681,Western Europe,Male,"[45,55[","[0,3[",105969,1,1,0,5772,0
*,*,*,597,Southern Europe,Female,"[25,35[","[0,3[",0,2,1,1,4701,0
*,*,*,786,Southern Europe,Male,"[25,35[","[9,12[",0,2,1,1,18210,0
*,*,*,759,Western Europe,Female,"[45,55[","[6,9[",0,2,1,1,99251,0
*,*,*,726,Southern Europe,Female,"[45,55[","[6,9[",99906,1,1,0,64323,0
*,*,*,656,Southern Europe,Male,"[45,55[","[0,3[",0,2,1,1,197962,0
*,*,*,583,Western Europe,Male,"[25,35[","[6,9[",122532,1,1,0,13549,0
*,*,*,621,Southern Europe,Female,"[35,45[","[9,12[",83061,2,1,0,9171,0
*,*,*,796,Southern Europe,Male,"[55,93[","[3,6[",0,2,0,1,54871,0
*,*,*,722,Southern Europe,Female,"[35,45[","[0,3[",120172,1,1,0,125241,0
*,*,*,686,Western Europe,Male,"[35,45[","[3,6[",128877,3,1,1,106939,1
*,*,*,554,Western Europe,Male,"[25,35[","[3,6[",121365,1,1,1,8742,0
*,*,*,696,Western Europe,Male,"[25,35[","[3,6[",114028,1,1,1,193717,0
*,*,*,753,Western Europe,Male,"[35,45[","[3,6[",138076,1,1,0,15523,1
*,*,*,724,Southern Europe,Male,"[35,45[","[3,6[",0,2,0,1,95563,0
*,*,*,729,Southern Europe,Female,"[25,35[","[0,3[",0,2,1,1,31165,1
*,*,*,648,Western Europe,Male,"[25,35[","[6,9[",135310,2,0,1,171668,0
*,*,*,584,Southern Europe,Female,"[45,55[","[0,3[",213146,1,1,0,75161,1
*,*,*,750,Western Europe,Female,"[25,35[","[0,3[",151510,2,1,1,19922,0
*,*,*,850,Western Europe,Male,"[25,35[","[3,6[",147972,1,1,0,60709,1
*,*,*,758,Southern Europe,Male,"[55,93[","[0,3[",0,2,1,1,43982,0
*,*,*,677,Western Europe,Female,"[25,35[","[0,3[",0,2,0,1,114686,0
*,*,*,473,Western Europe,Male,"[35,45[","[6,9[",152576,2,1,0,73074,0
*,*,*,773,Western Europe,Female,"[35,45[","[6,9[",190239,1,1,1,57550,0
*,*,*,790,Western Europe,Female,"[35,45[","[9,12[",0,2,1,1,70607,0
*,*,*,823,Western Europe,Male,"[35,45[","[3,6[",164858,1,1,1,173517,0
*,*,*,461,Southern Europe,Female,"[35,45[","[6,9[",0,1,1,0,132296,0
*,*,*,616,Western Europe,Female,"[25,35[","[3,6[",136789,1,1,0,59346,1
*,*,*,507,Western Europe,Male,"[35,45[","[3,6[",83543,1,0,0,140134,0
*,*,*,696,Western Europe,Female,"[35,45[","[6,9[",0,2,0,0,28277,0
*,*,*,581,Western Europe,Male,"[35,45[","[0,3[",127914,2,1,1,44206,0
*,*,*,604,Western Europe,Male,"[35,45[","[0,3[",84315,1,0,0,36209,0
*,*,*,493,Western Europe,Female,"[35,45[","[6,9[",142987,2,1,0,158841,0
*,*,*,713,Western Europe,Female,"[55,93[","[3,6[",149525,2,1,0,123664,0
*,*,*,548,Western Europe,Female,"[35,45[","[0,3[",108914,2,1,1,140460,0
*,*,*,619,Southern Europe,Female,"[35,45[","[6,9[",0,2,1,1,117616,0
*,*,*,432,Western Europe,Female,"[45,55[","[3,6[",110219,1,1,0,43047,1
*,*,*,478,Western Europe,Female,"[35,45[","[3,6[",171914,1,1,0,51821,1
*,*,*,608,Western Europe,Female,"[55,93[","[6,9[",144976,1,0,0,175836,1
*,*,*,632,Western Europe,Male,"[45,55[","[6,9[",126066,1,1,0,64346,1
*,*,*,599,Southern Europe,Female,"[35,45[","[0,3[",0,2,1,1,143739,0
*,*,*,623,Southern Europe,Male,"[35,45[","[0,3[",142412,1,1,0,28779,0
*,*,*,647,Western Europe,Male,"[35,45[","[3,6[",123762,1,1,0,83910,0
*,*,*,594,Western Europe,Male,"[35,45[","[0,3[",133853,1,1,1,65362,0
*,*,*,507,Southern Europe,Male,"[25,35[","[6,9[",0,2,1,0,67926,0
*,*,*,588,Southern Europe,Male,"[35,45[","[0,3[",0,2,0,1,187817,0
*,*,*,719,Western Europe,Female,"[45,55[","[6,9[",0,2,1,1,125042,0
*,*,*,762,Western Europe,Male,"[55,93[","[9,12[",100261,3,1,1,77142,1
*,*,*,779,Western Europe,Male,"[25,35[","[0,3[",0,2,1,1,190623,0
*,*,*,658,*,*,*,*,0,2,0,*,154280,0
*,*,*,602,Western Europe,Female,"[35,45[","[0,3[",113641,4,1,0,115116,1
*,*,*,647,Western Europe,Male,"[25,35[","[3,6[",97041,1,1,1,23133,0
*,*,*,525,Western Europe,Male,"[35,45[","[6,9[",165359,1,0,1,94739,0
*,*,*,620,Western Europe,Male,"[55,93[","[3,6[",0,1,0,0,31642,1
*,*,*,516,Western Europe,Male,"[45,55[","[0,3[",0,2,1,1,169123,0
*,*,*,590,*,*,*,*,0,2,1,*,196790,0
*,*,*,612,Southern Europe,Female,"[35,45[","[3,6[",119799,2,1,0,159417,0
*,*,*,571,Western Europe,Male,"[25,35[","[3,6[",131354,1,1,0,125257,0
*,*,*,637,Western Europe,Male,"[25,35[","[0,3[",122186,1,1,0,102566,1
*,*,*,710,Southern Europe,Female,"[25,35[","[9,12[",0,2,1,0,19500,0
*,*,*,747,Western Europe,Male,"[35,45[","[0,3[",129729,1,1,0,89290,0
*,*,*,663,Western Europe,Male,"[45,55[","[3,6[",83195,1,1,1,48682,0
*,*,*,763,Southern Europe,Female,"[35,45[","[6,9[",0,2,1,0,19459,0
*,*,*,722,Western Europe,Female,"[35,45[","[6,9[",89175,2,0,1,152884,0
*,*,*,679,Western Europe,Female,"[25,35[","[3,6[",77950,1,1,1,121151,0
*,*,*,801,Western Europe,Male,"[35,45[","[6,9[",0,2,1,1,95804,0
*,*,*,677,Western Europe,Female,"[35,45[","[3,6[",148771,2,1,1,191058,0
*,*,*,682,Western Europe,Male,"[25,35[","[0,3[",105164,2,1,1,164170,0
*,*,*,754,Southern Europe,Male,"[35,45[","[6,9[",157692,2,1,0,133601,1
*,*,*,663,Western Europe,Male,"[35,45[","[6,9[",115931,1,1,0,19863,0
*,*,*,648,Western Europe,Female,"[45,55[","[3,6[",118887,1,0,0,51637,0
*,*,*,714,Western Europe,Female,"[35,45[","[0,3[",0,2,1,0,62762,0
*,*,*,848,*,*,*,*,120812,1,1,*,185510,0
*,*,*,599,Western Europe,Male,"[45,55[","[9,12[",123445,1,1,1,31368,1
*,*,*,733,Southern Europe,Male,"[35,45[","[3,6[",106071,1,0,1,101617,0
*,*,*,740,Western Europe,Male,"[35,45[","[3,6[",172382,1,1,1,86480,0
*,*,*,808,Southern Europe,Male,"[45,55[","[6,9[",139196,1,0,1,74028,0
*,*,*,653,Western Europe,Male,"[25,35[","[9,12[",143322,1,1,0,83679,0
*,*,*,701,Western Europe,Male,"[35,45[","[9,12[",0,2,1,1,146258,0
*,*,*,692,Western Europe,Male,"[25,35[","[3,6[",61582,1,1,1,70180,0
*,*,*,552,Western Europe,Male,"[35,45[","[0,3[",132907,1,0,1,149384,0
*,*,*,717,Southern Europe,Male,"[35,45[","[0,3[",102990,2,0,1,49186,0
*,*,*,663,Western Europe,Female,"[25,35[","[3,6[",102715,2,0,0,21171,0
*,*,*,648,*,*,*,*,0,2,1,*,159836,1
*,*,*,679,Western Europe,Male,"[35,45[","[0,3[",97235,1,1,0,188997,0
*,*,*,601,Western Europe,Male,"[35,45[","[9,12[",98627,2,0,0,77978,0
*,*,*,590,Southern Europe,Male,"[25,35[","[0,3[",65812,2,0,1,160346,0
*,*,*,535,*,*,*,*,134874,1,1,*,118826,0
*,*,*,645,Western Europe,Male,"[35,45[","[6,9[",0,1,0,1,28668,0
*,*,*,538,Southern Europe,Female,"[25,35[","[0,3[",0,2,0,0,179454,0
*,*,*,672,Southern Europe,Female,"[55,93[","[0,3[",209767,2,1,1,150694,1
*,*,*,672,Western Europe,Female,"[25,35[","[6,9[",0,2,1,1,16245,0
*,*,*,741,Western Europe,Male,"[35,45[","[6,9[",106037,1,1,0,194687,1
*,*,*,766,Southern Europe,Male,"[35,45[","[0,3[",0,2,0,1,34283,0
*,*,*,664,Western Europe,Male,"[18,25[","[6,9[",0,1,0,1,35611,0
*,*,*,476,Southern Europe,Female,"[55,93[","[0,3[",105304,1,0,1,134260,0
*,*,*,551,Western Europe,Female,"[25,35[","[0,3[",143340,1,1,0,145796,0
*,*,*,729,Western Europe,Male,"[25,35[","[3,6[",97268,2,1,0,39356,0
*,*,*,700,Southern Europe,Female,"[35,45[","[0,3[",0,2,1,0,59475,0
*,*,*,658,Western Europe,Male,"[25,35[","[3,6[",0,2,0,1,173948,0
*,*,*,722,Southern Europe,Male,"[35,45[","[0,3[",0,1,1,0,44560,1
*,*,*,686,Western Europe,Female,"[25,35[","[0,3[",0,2,1,0,4802,0
*,*,*,688,Western Europe,Male,"[25,35[","[6,9[",146133,1,1,1,175297,0
*,*,*,806,Western Europe,Male,"[25,35[","[3,6[",113959,1,0,1,32126,0
*,*,*,624,Western Europe,Male,"[35,45[","[3,6[",0,2,1,0,88408,0
*,*,*,786,Western Europe,Female,"[25,35[","[0,3[",104336,2,0,0,59560,0
*,*,*,774,Western Europe,Male,"[35,45[","[0,3[",132194,2,1,1,162866,0
*,*,*,557,Western Europe,Male,"[25,35[","[3,6[",83074,1,1,0,132673,0
*,*,*,680,Western Europe,Male,"[18,25[","[3,6[",140007,1,0,1,31714,0
*,*,*,531,Southern Europe,Female,"[35,45[","[6,9[",75303,2,0,0,57034,0
*,*,*,758,Western Europe,Female,"[45,55[","[6,9[",125096,1,1,0,171190,1
*,*,*,662,Western Europe,Female,"[35,45[","[3,6[",0,2,1,0,151872,0
*,*,*,727,Western Europe,Male,"[35,45[","[3,6[",80615,2,0,0,180962,0
*,*,*,590,Western Europe,Male,"[25,35[","[3,6[",0,2,1,0,59250,0
*,*,*,621,Western Europe,Male,"[35,45[","[9,12[",163823,1,0,0,89519,0
*,*,*,732,Western Europe,Female,"[35,45[","[6,9[",0,2,1,0,65732,0
*,*,*,634,Western Europe,Female,"[35,45[","[6,9[",0,2,1,1,131285,0
*,*,*,510,Western Europe,Male,"[55,93[","[6,9[",0,2,1,1,115292,0
*,*,*,481,Western Europe,Female,"[25,35[","[9,12[",0,2,1,0,145216,0
*,*,*,850,*,*,*,*,0,1,0,*,171763,1
*,*,*,592,Western Europe,Male,"[35,45[","[9,12[",123188,1,0,1,146111,0
*,*,*,721,Southern Europe,Female,"[25,35[","[3,6[",72535,1,1,1,103931,0
*,*,*,666,Western Europe,Male,"[35,45[","[6,9[",99813,2,1,1,158358,0
*,*,*,744,Western Europe,Male,"[25,35[","[0,3[",43504,1,1,1,119328,0
*,*,*,527,Western Europe,Male,"[25,35[","[3,6[",0,1,1,0,169362,0
*,*,*,581,Southern Europe,Female,"[35,45[","[3,6[",170173,1,0,1,100236,0
*,*,*,608,Western Europe,Female,"[35,45[","[3,6[",0,2,1,1,72462,0
*,*,*,638,Western Europe,Male,"[35,45[","[6,9[",145178,1,1,0,193472,1
*,*,*,471,Western Europe,Female,"[55,93[","[3,6[",114714,1,1,1,36315,0
*,*,*,717,Western Europe,Male,"[35,45[","[6,9[",0,2,1,1,158580,0
*,*,*,758,Western Europe,Female,"[25,35[","[3,6[",0,2,1,1,124226,0
*,*,*,619,Southern Europe,Female,"[35,45[","[6,9[",52831,1,1,1,112649,1
*,*,*,698,Western Europe,Male,"[45,55[","[9,12[",107304,3,1,0,28806,1
*,*,*,682,Western Europe,Female,"[45,55[","[6,9[",0,2,1,0,65069,0
*,*,*,702,Western Europe,Female,"[55,93[","[3,6[",138598,2,1,1,41537,1
*,*,*,626,Western Europe,Female,"[35,45[","[0,3[",133969,2,1,0,148690,0
*,*,*,528,Southern Europe,Male,"[35,45[","[6,9[",0,2,1,0,60537,0
*,*,*,691,*,*,*,*,103001,1,1,*,104649,0
*,*,*,636,Western Europe,Female,"[25,35[","[3,6[",97325,1,0,1,131924,0
*,*,*,617,Western Europe,Female,"[35,45[","[3,6[",0,2,0,1,13066,0
*,*,*,748,Western Europe,Male,"[35,45[","[3,6[",95297,1,0,0,171516,0
*,*,*,671,Southern Europe,Female,"[25,35[","[3,6[",0,2,0,1,79270,0
*,*,*,699,Southern Europe,Female,"[45,55[","[0,3[",158634,1,1,0,193786,0
*,*,*,790,Western Europe,Female,"[25,35[","[0,3[",151290,1,1,1,172437,0
*,*,*,430,Western Europe,Male,"[25,35[","[3,6[",0,1,1,0,95655,0
*,*,*,705,Western Europe,Female,"[45,55[","[0,3[",0,2,0,0,149773,0
*,*,*,667,Western Europe,Female,"[35,45[","[9,12[",64404,2,0,0,26022,0
*,*,*,704,Western Europe,Female,"[45,55[","[6,9[",0,1,1,1,137739,0
*,*,*,647,Western Europe,Female,"[35,45[","[3,6[",166519,2,1,0,147930,0
*,*,*,744,Western Europe,Female,"[45,55[","[0,3[",121498,2,0,1,106061,1
*,*,*,551,Southern Europe,Female,"[45,55[","[3,6[",95679,1,0,0,94978,0
*,*,*,786,Western Europe,Male,"[25,35[","[0,3[",120452,2,0,0,79603,0
*,*,*,672,Western Europe,Male,"[35,45[","[3,6[",0,1,0,0,63833,0
*,*,*,850,Southern Europe,Male,"[35,45[","[6,9[",133214,1,0,1,20770,0
*,*,*,706,*,*,*,*,141079,1,1,*,24403,0
*,*,*,721,Western Europe,Male,"[35,45[","[3,6[",102937,1,0,0,1188,0
*,*,*,639,Southern Europe,Female,"[45,55[","[0,3[",0,2,1,1,53844,0
*,*,*,503,Southern Europe,Male,"[35,45[","[6,9[",0,2,0,0,136507,0
*,*,*,612,Western Europe,Male,"[35,45[","[3,6[",0,3,0,0,151256,0
*,*,*,643,Western Europe,Female,"[25,35[","[6,9[",160426,1,0,1,188533,0
*,*,*,746,Western Europe,Female,"[25,35[","[3,6[",0,2,1,1,72910,0
*,*,*,608,Southern Europe,Male,"[25,35[","[3,6[",153325,1,1,1,199953,0
*,*,*,678,Western Europe,Female,"[25,35[","[9,12[",76968,2,0,1,131502,0
*,*,*,771,Western Europe,Female,"[55,93[","[6,9[",143773,1,1,1,130828,0
*,*,*,597,Southern Europe,Male,"[25,35[","[3,6[",0,2,0,1,95159,0
*,*,*,529,Southern Europe,Male,"[35,45[","[6,9[",99842,2,1,0,90256,1
*,*,*,554,Western Europe,Male,"[35,45[","[3,6[",99907,1,0,0,24983,0
*,*,*,677,Western Europe,Female,"[18,25[","[0,3[",148299,2,0,0,182914,0
*,*,*,766,Western Europe,Male,"[25,35[","[6,9[",185714,1,1,1,102502,0
*,*,*,663,Western Europe,Male,"[35,45[","[3,6[",0,1,1,0,76884,0
*,*,*,626,Southern Europe,Female,"[45,55[","[0,3[",0,2,1,1,95795,0
*,*,*,636,Southern Europe,Male,"[45,55[","[3,6[",111285,1,0,1,32936,1
*,*,*,559,Western Europe,Female,"[25,35[","[3,6[",127071,1,0,1,160942,0
*,*,*,718,Western Europe,Male,"[25,35[","[9,12[",169947,2,1,1,27979,0
*,*,*,717,Western Europe,Male,"[35,45[","[3,6[",0,2,1,0,172665,0
*,*,*,629,Western Europe,Female,"[35,45[","[9,12[",137409,1,1,0,175878,1
*,*,*,682,*,*,*,*,101198,1,1,*,49733,0
*,*,*,786,Western Europe,Male,"[25,35[","[3,6[",137362,1,0,0,183682,0
*,*,*,517,Southern Europe,Male,"[45,55[","[3,6[",0,1,1,0,22373,0
*,*,*,525,Southern Europe,Female,"[45,55[","[6,9[",118560,1,1,0,82523,1
*,*,*,849,Western Europe,Male,"[55,93[","[6,9[",71996,1,1,1,139066,0
*,*,*,713,Western Europe,Female,"[35,45[","[3,6[",0,2,0,0,82565,0
*,*,*,688,Southern Europe,Female,"[35,45[","[6,9[",0,1,1,0,25488,1
*,*,*,850,Western Europe,Male,"[35,45[","[6,9[",94607,1,1,0,36690,0
*,*,*,619,Western Europe,Female,"[45,55[","[3,6[",0,1,0,0,18095,1
*,*,*,562,Southern Europe,Female,"[25,35[","[9,12[",120308,1,1,1,6796,0
*,*,*,556,Western Europe,Female,"[35,45[","[3,6[",125891,1,1,1,74855,0
*,*,*,687,Southern Europe,Female,"[55,93[","[0,3[",137716,1,1,1,37939,0
*,*,*,784,Southern Europe,Female,"[35,45[","[0,3[",109052,2,1,0,6410,0
*,*,*,466,Western Europe,Female,"[25,35[","[3,6[",0,1,1,0,193985,0
*,*,*,814,Western Europe,Male,"[25,35[","[0,3[",131969,2,1,1,147694,0
*,*,*,508,Western Europe,Female,"[55,93[","[0,3[",0,1,1,1,6077,0
