RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
*,*,*,747,France,Male,"[45,55[","[0,12[",202905,1,1,1,17299,1
*,*,*,683,Germany,Female,"[25,35[","[0,12[",138171,2,1,1,188204,0
*,*,*,835,France,Male,"[25,35[","[0,12[",163570,2,1,1,154559,0
*,*,*,686,*,*,*,*,185379,1,1,*,64679,0
*,*,*,696,France,Female,"[25,35[","[0,12[",0,2,0,0,191074,0
*,*,*,489,France,Female,"[35,45[","[0,12[",117290,1,0,0,85232,0
*,*,*,833,France,Female,"[25,35[","[0,12[",136675,2,0,0,5279,0
*,*,*,646,Germany,Female,"[25,35[","[0,12[",100549,2,0,0,136984,0
*,*,*,600,France,Female,"[25,35[","[0,12[",0,2,0,1,125699,0
*,*,*,779,France,Male,"[55,93[","[0,12[",0,2,1,1,146895,1
*,*,*,792,France,Female,"[35,45[","[0,12[",99046,2,1,0,47160,0
*,*,*,449,Spain,Male,"[25,35[","[0,12[",155619,1,1,1,166692,0
*,*,*,517,*,*,*,*,154111,2,1,*,101240,1
*,*,*,549,France,Female,"[25,35[","[0,12[",0,2,1,1,189558,0
*,*,*,603,Spain,Male,"[25,35[","[0,12[",129548,2,1,1,19283,0
*,*,*,604,Spain,Female,"[25,35[","[0,12[",0,2,1,1,69056,0
*,*,*,731,France,Male,"[25,35[","[0,12[",132512,1,1,1,185467,0
*,*,*,720,*,*,*,*,187861,2,1,*,104120,0
*,*,*,727,France,Male,"[55,93[","[0,12[",128214,2,1,1,188729,1
*,*,*,720,France,Female,"[25,35[","[0,12[",118308,2,1,1,136120,0
*,*,*,552,Spain,Male,"[45,55[","[0,12[",0,2,1,0,26753,0
*,*,*,592,France,Female,"[55,93[","[0,12[",0,1,1,1,100942,0
*,*,*,702,France,Male,"[35,45[","[0,12[",148557,1,0,1,146056,0
*,*,*,530,Germany,Female,"[35,45[","[0,12[",99948,1,0,1,97339,0
*,*,*,850,France,Male,"[25,35[","[0,12[",0,1,0,1,52796,0
*,*,*,631,Spain,Male,"[25,35[","[0,12[",0,2,1,1,197963,0
*,*,*,628,Spain,Male,"[35,45[","[0,12[",0,2,1,0,103833,0
*,*,*,680,Spain,Female,"[25,35[","[0,12[",0,1,1,0,160132,0
*,*,*,654,France,Male,"[35,45[","[0,12[",0,1,0,0,183873,1
*,*,*,645,*,*,*,*,121670,2,0,*,92,1
*,*,*,639,Spain,Female,"[25,35[","[0,12[",0,1,1,1,82939,0
*,*,*,753,France,Female,"[45,55[","[0,12[",0,2,1,1,861,0
*,*,*,653,France,Female,"[45,55[","[0,12[",0,2,1,0,49708,0
*,*,*,640,Germany,Male,"[18,25[","[0,12[",72013,1,1,0,161333,0
*,*,*,730,Spain,Male,"[55,93[","[0,12[",112181,1,0,1,61514,0
*,*,*,555,France,Female,"[25,35[","[0,12[",102000,1,1,1,116757,0
*,*,*,754,Spain,Male,"[35,45[","[0,12[",170185,2,1,0,89593,0
*,*,*,471,Spain,Female,"[25,35[","[0,12[",0,2,1,1,22357,0
*,*,*,598,Germany,Male,"[35,45[","[0,12[",91537,1,1,0,191469,1
*,*,*,582,Germany,Male,"[25,35[","[0,12[",122394,1,1,1,22114,0
*,*,*,554,Spain,Male,"[25,35[","[0,12[",135370,1,1,1,179689,1
*,*,*,649,Spain,Female,"[45,55[","[0,12[",110783,1,1,1,71420,0
*,*,*,622,France,Male,"[35,45[","[0,12[",0,2,1,1,131773,0
*,*,*,756,France,Female,"[18,25[","[0,12[",0,2,1,0,184182,0
*,*,*,673,Germany,Male,"[45,55[","[0,12[",183580,2,0,1,34048,0
*,*,*,761,France,Female,"[25,35[","[0,12[",138054,2,1,0,148779,0
*,*,*,535,France,Female,"[35,45[","[0,12[",135919,1,1,0,80426,0
*,*,*,678,Germany,Female,"[35,45[","[0,12[",128644,1,0,0,167673,0
*,*,*,586,*,*,*,*,74310,1,1,*,15035,0
*,*,*,659,Spain,Male,"[25,35[","[0,12[",149621,2,1,1,104534,0
*,*,*,518,Germany,Female,"[35,45[","[0,12[",141666,1,0,1,192777,0
*,*,*,687,France,Female,"[18,25[","[0,12[",110495,1,1,0,158615,0
*,*,*,819,France,Female,"[35,45[","[0,12[",0,2,1,0,30499,0
*,*,*,542,France,Male,"[25,35[","[0,12[",107872,1,1,0,125303,0
*,*,*,614,France,Male,"[45,55[","[0,12[",0,2,1,0,192441,0
*,*,*,673,France,Male,"[55,93[","[0,12[",0,2,0,1,111981,0
*,*,*,490,France,Female,"[35,45[","[0,12[",116466,1,0,1,24436,0
*,*,*,602,France,Male,"[25,35[","[0,12[",164704,1,0,1,180716,1
*,*,*,611,France,Male,"[25,35[","[0,12[",0,2,0,0,25396,0
*,*,*,424,Spain,Male,"[25,35[","[0,12[",0,1,1,1,16251,0
*,*,*,701,Spain,Female,"[35,45[","[0,12[",0,2,1,1,110044,0
*,*,*,559,France,Male,"[25,35[","[0,12[",141099,1,1,1,15607,0
*,*,*,476,France,Female,"[25,35[","[0,12[",0,2,1,0,26261,0
*,*,*,562,France,Male,"[25,35[","[0,12[",0,2,1,0,111590,0
*,*,*,607,*,*,*,*,144272,2,1,*,176581,0
*,*,*,767,Spain,Male,"[45,55[","[0,12[",0,1,1,0,48161,1
*,*,*,589,France,Female,"[18,25[","[0,12[",0,2,0,1,55601,0
*,*,*,680,France,Male,"[35,45[","[0,12[",0,2,1,0,86935,0
*,*,*,531,France,Male,"[25,35[","[0,12[",114591,1,0,0,75585,0
*,*,*,438,France,Female,"[35,45[","[0,12[",0,2,1,0,64420,0
*,*,*,753,France,Female,"[35,45[","[0,12[",142263,1,0,1,33730,0
*,*,*,570,Germany,Female,"[55,93[","[0,12[",86569,1,0,1,103660,0
*,*,*,513,Germany,Female,"[45,55[","[0,12[",171601,1,1,0,126224,0
*,*,*,556,France,Female,"[25,35[","[0,12[",0,2,1,1,186648,0
*,*,*,736,France,Female,"[25,35[","[0,12[",0,2,1,0,34180,0
*,*,*,650,France,Male,"[25,35[","[0,12[",84906,1,1,0,163216,0
*,*,*,535,France,Female,"[25,35[","[0,12[",0,2,0,1,52710,0
*,*,*,515,Germany,Male,"[35,45[","[0,12[",90433,1,1,1,188366,1
*,*,*,722,France,Female,"[35,45[","[0,12[",163944,2,1,1,15068,0
*,*,*,775,Germany,Female,"[35,45[","[0,12[",125213,2,1,1,15796,1
*,*,*,726,France,Female,"[35,45[","[0,12[",126876,1,1,0,128052,0
*,*,*,580,Germany,Male,"[35,45[","[0,12[",143391,1,0,0,146891,1
*,*,*,687,France,Male,"[35,45[","[0,12[",0,2,1,0,26848,0
*,*,*,575,Germany,Male,"[45,55[","[0,12[",107916,2,1,1,63452,1
*,*,*,565,France,Male,"[25,35[","[0,12[",0,1,0,0,74594,0
*,*,*,733,France,Female,"[25,35[","[0,12[",0,2,0,0,12761,0
*,*,*,687,Spain,Female,"[25,35[","[0,12[",93617,1,0,1,113051,0
*,*,*,697,Germany,Male,"[35,45[","[0,12[",115372,2,1,0,64139,0
*,*,*,540,Germany,Male,"[35,45[","[0,12[",127802,1,0,1,84239,0
*,*,*,632,France,Male,"[35,45[","[0,12[",106134,1,0,1,105570,0
*,*,*,706,*,*,*,*,117020,2,1,*,54440,0
*,*,*,757,France,Male,"[35,45[","[0,12[",144852,1,0,0,130862,0
*,*,*,733,France,Male,"[35,45[","[0,12[",150507,1,0,1,169964,0
*,*,*,590,Germany,Female,"[25,35[","[0,12[",123599,2,1,0,1677,0
*,*,*,607,Spain,Male,"[35,45[","[0,12[",112544,1,1,1,19842,0
*,*,*,703,Spain,Male,"[35,45[","[0,12[",135095,1,1,0,143860,0
*,*,*,548,France,Female,"[35,45[","[0,12[",0,1,1,1,31300,0
*,*,*,656,France,Male,"[55,93[","[0,12[",0,2,0,1,57014,0
*,*,*,658,France,Female,"[35,45[","[0,12[",126398,1,0,0,156362,1
*,*,*,653,France,Female,"[25,35[","[0,12[",0,2,1,0,96429,0
*,*,*,653,France,Male,"[35,45[","[0,12[",0,2,1,0,27863,0
*,*,*,537,Germany,Female,"[45,55[","[0,12[",100728,1,0,1,140858,1
*,*,*,487,Spain,Female,"[35,45[","[0,12[",136094,1,0,1,193408,0
*,*,*,622,France,Female,"[35,45[","[0,12[",98641,1,1,1,110458,0
*,*,*,850,France,Female,"[25,35[","[0,12[",62611,2,0,1,179365,0
*,*,*,598,Germany,Male,"[35,45[","[0,12[",101487,1,1,1,75959,1
*,*,*,659,France,Female,"[45,55[","[0,12[",0,1,1,0,183399,1
*,*,*,597,Spain,Male,"[35,45[","[0,12[",0,2,1,0,41303,0
*,*,*,488,France,Female,"[25,35[","[0,12[",97589,1,0,0,124211,0
*,*,*,488,France,Male,"[25,35[","[0,12[",0,2,1,1,125979,0
*,*,*,530,France,Female,"[25,35[","[0,12[",0,2,0,1,141873,0
*,*,*,691,France,Male,"[25,35[","[0,12[",136623,1,1,0,153228,0
*,*,*,797,France,Male,"[45,55[","[0,12[",0,1,0,0,125110,0
*,*,*,382,Spain,Male,"[35,45[","[0,12[",0,1,1,1,179541,1
*,*,*,776,Spain,Male,"[25,35[","[0,12[",0,2,0,1,63909,0
*,*,*,442,France,Male,"[25,35[","[0,12[",0,2,1,0,68343,0
*,*,*,703,France,Female,"[45,55[","[0,12[",0,3,1,1,77295,1
*,*,*,637,France,Male,"[25,35[","[0,12[",0,2,1,0,91291,0
*,*,*,587,France,Male,"[25,35[","[0,12[",100117,1,1,0,34216,0
*,*,*,515,France,Male,"[55,93[","[0,12[",92114,1,1,1,142548,0
*,*,*,465,France,Male,"[35,45[","[0,12[",117221,1,1,0,168281,0
*,*,*,589,France,Male,"[25,35[","[0,12[",0,2,1,1,177897,0
*,*,*,755,France,Male,"[35,45[","[0,12[",148912,1,1,0,80416,0
*,*,*,769,Germany,Male,"[35,45[","[0,12[",110183,2,1,1,87537,0
*,*,*,739,Germany,Male,"[55,93[","[0,12[",110598,1,0,1,160123,1
*,*,*,696,Spain,Male,"[55,93[","[0,12[",88787,1,1,1,196858,0
*,*,*,712,Spain,Male,"[45,55[","[0,12[",111061,2,0,0,26542,0
*,*,*,601,France,Male,"[35,45[","[0,12[",100486,2,1,1,62679,0
*,*,*,664,Spain,Female,"[45,55[","[0,12[",187602,1,1,0,186393,1
*,*,*,704,France,Male,"[35,45[","[0,12[",120027,2,0,1,100602,0
*,*,*,633,France,Female,"[35,45[","[0,12[",0,2,1,0,56866,0
*,*,*,593,France,Female,"[35,45[","[0,12[",117705,1,1,0,197934,0
*,*,*,574,France,Male,"[25,35[","[0,12[",112572,1,0,0,165627,0
*,*,*,583,France,Male,"[35,45[","[0,12[",129299,2,1,0,73108,0
*,*,*,696,*,*,*,*,150605,1,0,*,5567,0
*,*,*,721,France,Male,"[35,45[","[0,12[",118130,1,1,1,160278,0
*,*,*,510,Spain,Female,"[35,45[","[0,12[",0,1,1,0,118914,1
*,*,*,663,France,Male,"[18,25[","[0,12[",0,2,0,1,131827,0
*,*,*,682,Germany,Male,"[18,25[","[0,12[",57930,2,0,0,53134,0
*,*,*,635,Spain,Male,"[18,25[","[0,12[",140197,1,1,1,142936,0
*,*,*,580,Germany,Male,"[35,45[","[0,12[",119689,1,1,0,137041,0
*,*,*,664,France,Female,"[25,35[","[0,12[",93920,1,0,0,179914,0
*,*,*,709,France,Female,"[35,45[","[0,12[",150301,2,1,0,71673,0
*,*,*,802,Spain,Male,"[35,45[","[0,12[",0,2,1,0,47322,0
*,*,*,721,Spain,Male,"[45,55[","[0,12[",169312,1,1,0,109078,1
*,*,*,512,Spain,Male,"[25,35[","[0,12[",176667,1,1,0,94671,0
*,*,*,850,Spain,Male,"[35,45[","[0,12[",137205,1,1,1,28866,0
*,*,*,615,Germany,Male,"[55,93[","[0,12[",72309,1,1,1,85687,1
*,*,*,628,France,Male,"[25,35[","[0,12[",0,2,0,0,184230,0
*,*,*,711,France,Female,"[35,45[","[0,12[",152463,1,1,0,90306,0
*,*,*,691,Spain,Male,"[35,45[","[0,12[",0,2,0,1,178038,0
*,*,*,678,France,Female,"[45,55[","[0,12[",0,2,0,0,82106,0
*,*,*,580,Germany,Male,"[35,45[","[0,12[",136281,2,1,1,24799,0
*,*,*,730,France,Male,"[25,35[","[0,12[",0,2,1,0,1475,0
*,*,*,522,Germany,Female,"[25,35[","[0,12[",94050,2,1,0,103269,0
*,*,*,651,France,Female,"[35,45[","[0,12[",38617,1,1,1,104877,0
*,*,*,499,France,Female,"[35,45[","[0,12[",0,2,0,1,183042,0
*,*,*,708,Spain,Male,"[45,55[","[0,12[",68800,1,1,1,39704,0
*,*,*,579,France,Female,"[45,55[","[0,12[",0,2,0,0,11514,0
*,*,*,543,Spain,Female,"[45,55[","[0,12[",140356,1,1,1,85087,0
*,*,*,597,France,Female,"[45,55[","[0,12[",88381,1,1,0,69385,1
*,*,*,567,Germany,Female,"[35,45[","[0,12[",105223,2,1,0,93796,0
*,*,*,850,Germany,Male,"[25,35[","[0,12[",101100,2,1,1,35337,0
*,*,*,682,France,Male,"[35,45[","[0,12[",107192,1,1,1,15669,0
*,*,*,602,France,Male,"[35,45[","[0,12[",111836,2,1,0,124390,0
*,*,*,654,France,Female,"[25,35[","[0,12[",0,2,1,0,151316,0
*,*,*,573,France,Female,"[18,25[","[0,12[",0,1,1,0,122964,0
*,*,*,741,Germany,Female,"[35,45[","[0,12[",170840,2,0,0,109843,0
*,*,*,684,Spain,Male,"[35,45[","[0,12[",207035,2,0,0,157695,1
*,*,*,618,France,Male,"[45,55[","[0,12[",0,1,1,0,13922,1
*,*,*,622,Spain,Male,"[35,45[","[0,12[",0,2,1,1,104853,0
*,*,*,493,France,Female,"[25,35[","[0,12[",90792,1,1,1,59660,0
*,*,*,736,France,Female,"[35,45[","[0,12[",117280,3,0,0,41921,1
*,*,*,561,*,*,*,*,166825,1,1,*,139452,0
*,*,*,635,Spain,Female,"[25,35[","[0,12[",0,2,1,1,19368,1
*,*,*,452,*,*,*,*,153663,1,1,*,111868,0
*,*,*,699,France,Male,"[35,45[","[0,12[",158698,1,1,0,107181,0
*,*,*,646,France,Female,"[35,45[","[0,12[",143062,1,1,0,61938,0
*,*,*,599,Germany,Male,"[45,55[","[0,12[",103583,1,1,0,132128,1
*,*,*,628,Germany,Male,"[35,45[","[0,12[",115341,1,1,1,107674,1
*,*,*,552,Spain,Male,"[35,45[","[0,12[",0,2,0,0,195692,0
*,*,*,559,France,Female,"[35,45[","[0,12[",95139,1,1,1,86575,0
*,*,*,683,Spain,Male,"[35,45[","[0,12[",95053,1,1,1,116817,1
*,*,*,511,Spain,Female,"[55,93[","[0,12[",122950,1,1,1,181259,0
*,*,*,850,France,Female,"[55,93[","[0,12[",124678,1,1,0,70916,1
*,*,*,708,Germany,Male,"[35,45[","[0,12[",153366,1,1,1,26912,0
*,*,*,730,France,Female,"[25,35[","[0,12[",0,2,1,0,144099,0
*,*,*,749,France,Male,"[35,45[","[0,12[",56727,2,0,1,185543,0
*,*,*,789,France,Female,"[25,35[","[0,12[",69424,1,1,0,107499,0
*,*,*,716,Germany,Male,"[45,55[","[0,12[",119656,1,1,1,12944,1
*,*,*,599,Spain,Male,"[25,35[","[0,12[",101507,1,0,0,198030,0
*,*,*,633,Germany,Male,"[25,35[","[0,12[",109787,2,1,1,139713,0
*,*,*,632,France,Male,"[35,45[","[0,12[",100014,1,1,0,24275,0
*,*,*,445,Germany,Female,"[45,55[","[0,12[",168287,1,1,0,16646,1
*,*,*,652,Germany,Female,"[45,55[","[0,12[",110827,1,1,1,153384,1
*,*,*,850,France,Male,"[35,45[","[0,12[",124788,1,1,0,65612,0
*,*,*,653,Spain,Female,"[25,35[","[0,12[",107752,2,1,1,33389,0
*,*,*,526,Spain,Female,"[35,45[","[0,12[",0,2,1,0,31705,0
*,*,*,850,France,Male,"[35,45[","[0,12[",127771,2,0,1,151739,0
*,*,*,702,France,Male,"[25,35[","[0,12[",71281,1,1,1,108747,1
*,*,*,754,Spain,Female,"[25,35[","[0,12[",0,2,0,0,121821,0
*,*,*,682,Germany,Female,"[35,45[","[0,12[",111094,2,1,1,64679,0
*,*,*,676,France,Male,"[18,25[","[0,12[",107787,1,0,1,116379,0
*,*,*,659,Germany,Female,"[25,35[","[0,12[",154160,1,1,0,40441,0
*,*,*,584,France,Female,"[35,45[","[0,12[",114321,2,0,0,15959,0
*,*,*,615,Spain,Male,"[55,93[","[0,12[",0,2,1,0,150228,1
*,*,*,698,Germany,Female,"[35,45[","[0,12[",121264,1,1,1,13388,0
*,*,*,464,Germany,Female,"[35,45[","[0,12[",85679,1,1,1,164105,0
*,*,*,627,France,Female,"[35,45[","[0,12[",0,2,0,1,193022,0
*,*,*,593,France,Male,"[45,55[","[0,12[",138825,1,0,0,10829,0
*,*,*,509,France,Male,"[18,25[","[0,12[",102984,1,1,0,171771,0
*,*,*,681,France,Male,"[35,45[","[0,12[",66339,1,1,1,18772,1
*,*,*,739,France,Female,"[25,35[","[0,12[",0,1,1,1,57572,0
*,*,*,607,France,Female,"[45,55[","[0,12[",119960,2,1,0,103068,0
*,*,*,798,Spain,Female,"[55,93[","[0,12[",0,2,0,0,119072,1
*,*,*,422,France,Female,"[25,35[","[0,12[",0,2,1,0,102655,0
*,*,*,733,*,*,*,*,157791,2,0,*,177995,0
*,*,*,747,Spain,Male,"[35,45[","[0,12[",0,2,0,1,180552,0
*,*,*,738,France,Female,"[25,35[","[0,12[",0,2,1,0,67484,0
*,*,*,568,France,Male,"[25,35[","[0,12[",73054,2,1,1,27012,0
*,*,*,674,Germany,Female,"[35,45[","[0,12[",83728,1,1,0,45418,0
*,*,*,615,Germany,Female,"[35,45[","[0,12[",126105,2,0,1,110718,0
*,*,*,753,France,Female,"[35,45[","[0,12[",3769,2,1,0,177065,1
*,*,*,617,Germany,Female,"[35,45[","[0,12[",116471,2,1,0,175325,1
*,*,*,683,France,Male,"[25,35[","[0,12[",114779,1,0,0,183171,0
*,*,*,627,France,Male,"[25,35[","[0,12[",128132,1,1,0,96131,0
*,*,*,639,France,Female,"[35,45[","[0,12[",81551,2,0,1,118975,0
*,*,*,789,Germany,Female,"[35,45[","[0,12[",116644,2,1,1,60176,0
*,*,*,713,Germany,Male,"[45,55[","[0,12[",131038,1,1,0,74005,1
*,*,*,711,France,Female,"[25,35[","[0,12[",0,2,1,0,126188,0
*,*,*,672,Germany,Male,"[55,93[","[0,12[",126062,2,1,1,184937,0
*,*,*,517,France,Male,"[35,45[","[0,12[",0,2,0,1,75937,0
*,*,*,631,France,Male,"[25,35[","[0,12[",0,2,0,1,125877,0
*,*,*,673,Germany,Female,"[55,93[","[0,12[",76511,2,0,1,59596,0
*,*,*,600,France,Female,"[35,45[","[0,12[",0,2,1,1,58856,0
*,*,*,647,Germany,Female,"[35,45[","[0,12[",166519,2,1,0,147930,0
*,*,*,795,Spain,Male,"[35,45[","[0,12[",0,2,1,0,167155,0
*,*,*,651,Spain,Female,"[55,93[","[0,12[",129969,1,1,1,11831,0
*,*,*,542,*,*,*,*,139330,1,0,*,54372,0
*,*,*,678,France,Male,"[35,45[","[0,12[",0,2,1,1,187343,0
*,*,*,698,*,*,*,*,112415,2,0,*,93982,1
*,*,*,431,Germany,Male,"[45,55[","[0,12[",83625,2,0,0,36900,0
*,*,*,850,France,Male,"[25,35[","[0,12[",0,2,1,0,121867,0
*,*,*,584,Germany,Female,"[55,93[","[0,12[",137727,2,0,1,121103,0
*,*,*,741,Spain,Female,"[35,45[","[0,12[",121057,2,1,0,39123,0
*,*,*,785,France,Female,"[35,45[","[0,12[",0,1,1,0,134965,1
*,*,*,683,France,Male,"[25,35[","[0,12[",110830,2,0,0,24939,0
*,*,*,637,Germany,Female,"[35,45[","[0,12[",109698,1,1,1,88391,1
*,*,*,739,Spain,Male,"[55,93[","[0,12[",0,1,1,1,51638,0
*,*,*,697,*,*,*,*,172694,1,0,*,141799,0
*,*,*,653,France,Male,"[25,35[","[0,12[",0,2,1,1,41672,0
*,*,*,584,France,Male,"[25,35[","[0,12[",0,2,1,0,147601,0
*,*,*,674,France,Male,"[45,55[","[0,12[",174701,1,1,0,90190,1
*,*,*,706,France,Female,"[35,45[","[0,12[",178033,1,0,1,42182,0
*,*,*,705,Germany,Female,"[25,35[","[0,12[",116766,1,0,0,190659,1
*,*,*,694,France,Female,"[35,45[","[0,12[",195926,1,1,1,85523,0
*,*,*,695,France,Male,"[25,35[","[0,12[",171069,2,1,1,88689,0
*,*,*,648,Spain,Male,"[45,55[","[0,12[",0,1,1,0,149946,1
*,*,*,591,France,Male,"[18,25[","[0,12[",147360,1,1,1,25311,0
*,*,*,614,Spain,Female,"[35,45[","[0,12[",44055,1,1,1,73329,0
*,*,*,765,Spain,Male,"[45,55[","[0,12[",91550,1,1,1,47139,0
*,*,*,702,Spain,Male,"[35,45[","[0,12[",0,1,0,0,59207,1
*,*,*,657,France,Female,"[25,35[","[0,12[",0,2,0,1,5178,0
*,*,*,850,Spain,Male,"[35,45[","[0,12[",0,2,1,0,119970,0
*,*,*,666,Spain,Male,"[35,45[","[0,12[",0,2,1,0,29346,0
*,*,*,588,Germany,Male,"[45,55[","[0,12[",132624,3,1,0,36293,1
*,*,*,633,France,Male,"[35,45[","[0,12[",0,2,1,0,65675,0
*,*,*,568,*,*,*,*,112930,2,1,*,22096,0
*,*,*,590,France,Male,"[25,35[","[0,12[",112212,1,1,0,26261,0
*,*,*,658,France,Female,"[25,35[","[0,12[",0,2,1,0,156775,0
*,*,*,577,Spain,Female,"[35,45[","[0,12[",115557,1,0,1,127507,0
*,*,*,446,Spain,Female,"[45,55[","[0,12[",125192,1,1,1,128261,1
*,*,*,790,France,Female,"[25,35[","[0,12[",0,2,1,0,84127,0
*,*,*,834,France,Male,"[18,25[","[0,12[",131255,1,1,0,20199,0
*,*,*,570,France,Male,"[18,25[","[0,12[",0,1,0,0,198831,0
*,*,*,698,France,Male,"[45,55[","[0,12[",156265,2,0,0,1056,0
*,*,*,508,France,Male,"[45,55[","[0,12[",122451,2,1,1,75808,0
*,*,*,644,France,Male,"[25,35[","[0,12[",44929,1,1,1,10771,0
*,*,*,470,Spain,Female,"[45,55[","[0,12[",140576,1,1,1,116971,0
*,*,*,655,Spain,Female,"[35,45[","[0,12[",106405,1,1,1,82900,0
*,*,*,845,France,Female,"[25,35[","[0,12[",0,2,1,1,56186,0
*,*,*,582,France,Male,"[25,35[","[0,12[",0,1,1,0,142516,0
*,*,*,588,France,Female,"[18,25[","[0,12[",0,2,1,1,140586,0
*,*,*,668,France,Male,"[25,35[","[0,12[",107141,1,1,0,193019,0
*,*,*,616,Spain,Female,"[35,45[","[0,12[",120867,1,1,0,18762,1
*,*,*,493,France,Male,"[45,55[","[0,12[",167832,2,1,0,150160,1
*,*,*,626,France,Female,"[35,45[","[0,12[",0,1,0,0,80190,0
*,*,*,603,Spain,Female,"[35,45[","[0,12[",162391,2,1,0,54703,0
*,*,*,586,Germany,Female,"[35,45[","[0,12[",103701,1,1,0,194073,1
*,*,*,681,France,Female,"[55,93[","[0,12[",93174,1,1,1,139761,0
*,*,*,654,Spain,Male,"[35,45[","[0,12[",105684,1,1,0,173617,0
*,*,*,667,France,Male,"[35,45[","[0,12[",139753,1,1,0,79871,0
*,*,*,631,Germany,Female,"[25,35[","[0,12[",96864,2,1,1,31613,0
*,*,*,810,Germany,Male,"[35,45[","[0,12[",96814,2,1,1,120511,0
*,*,*,850,France,Female,"[35,45[","[0,12[",81685,1,1,0,824,0
*,*,*,605,Spain,Male,"[45,55[","[0,12[",142644,1,1,0,189310,0
*,*,*,603,France,Male,"[25,35[","[0,12[",0,2,1,1,169915,0
*,*,*,671,Germany,Female,"[45,55[","[0,12[",114604,2,1,0,153194,1
*,*,*,690,Spain,Male,"[35,45[","[0,12[",0,2,1,0,55903,0
*,*,*,730,Spain,Female,"[35,45[","[0,12[",103960,1,1,1,193650,0
*,*,*,714,Germany,Male,"[25,35[","[0,12[",92887,1,1,1,69578,0
*,*,*,564,Germany,Female,"[25,35[","[0,12[",115762,1,0,1,112350,1
*,*,*,659,Germany,Male,"[55,93[","[0,12[",117412,1,1,1,45071,1
*,*,*,585,France,Female,"[25,35[","[0,12[",105796,1,1,1,41219,0
*,*,*,701,France,Male,"[35,45[","[0,12[",0,2,1,1,82527,0
*,*,*,580,Spain,Male,"[55,93[","[0,12[",125921,1,1,1,94678,0
*,*,*,683,Spain,Male,"[35,45[","[0,12[",0,1,1,0,75848,0
*,*,*,727,Germany,Male,"[35,45[","[0,12[",93052,2,1,0,71865,1
*,*,*,636,Spain,Male,"[45,55[","[0,12[",111285,1,0,1,32936,1
*,*,*,594,France,Male,"[35,45[","[0,12[",0,2,1,0,103481,0
*,*,*,699,France,Male,"[35,45[","[0,12[",0,2,1,1,78397,0
*,*,*,739,Germany,Male,"[45,55[","[0,12[",126418,1,1,0,134421,1
*,*,*,418,France,Male,"[25,35[","[0,12[",98739,1,1,0,122190,0
*,*,*,408,France,Female,"[55,93[","[0,12[",87873,1,0,0,188485,1
*,*,*,546,France,Female,"[25,35[","[0,12[",0,2,1,1,14858,0
*,*,*,703,France,Female,"[45,55[","[0,12[",0,2,1,1,68832,0
*,*,*,543,Spain,Male,"[35,45[","[0,12[",59409,1,1,0,76774,0
*,*,*,632,France,Male,"[55,93[","[0,12[",83117,1,1,1,27598,0
*,*,*,735,France,Male,"[35,45[","[0,12[",74136,1,1,1,11783,1
*,*,*,661,Spain,Male,"[35,45[","[0,12[",178821,1,0,0,29359,1
*,*,*,689,Spain,Female,"[25,35[","[0,12[",95329,1,1,0,6130,1
*,*,*,613,Spain,Male,"[25,35[","[0,12[",111927,1,1,1,175796,0
*,*,*,807,France,Male,"[45,55[","[0,12[",95121,1,0,0,127875,0
*,*,*,795,Spain,Male,"[25,35[","[0,12[",0,2,0,0,155712,0
*,*,*,601,France,Male,"[35,45[","[0,12[",0,2,1,1,118983,0
*,*,*,443,France,Female,"[45,55[","[0,12[",138548,1,1,1,70196,1
*,*,*,561,Spain,Male,"[25,35[","[0,12[",123692,1,1,1,70549,0
*,*,*,705,Spain,Male,"[25,35[","[0,12[",68424,1,1,1,64873,0
*,*,*,836,Spain,Male,"[55,93[","[0,12[",101247,1,1,0,37142,1
*,*,*,537,France,Male,"[45,55[","[0,12[",0,2,0,1,25483,0
*,*,*,497,France,Male,"[25,35[","[0,12[",0,2,1,1,83087,0
*,*,*,638,France,Female,"[25,35[","[0,12[",0,2,1,1,198970,0
*,*,*,603,France,Male,"[25,35[","[0,12[",0,1,1,0,198056,1
*,*,*,762,Germany,Male,"[45,55[","[0,12[",123572,3,0,1,57014,1
*,*,*,788,France,Female,"[35,45[","[0,12[",0,2,1,1,116112,0
*,*,*,738,France,Male,"[45,55[","[0,12[",106771,1,1,0,123499,0
*,*,*,660,Spain,Male,"[35,45[","[0,12[",109869,1,1,1,154642,0
*,*,*,682,France,Male,"[35,45[","[0,12[",0,1,0,1,105353,0
*,*,*,630,Spain,Male,"[25,35[","[0,12[",0,2,1,1,6657,0
*,*,*,635,Spain,Male,"[35,45[","[0,12[",103257,1,0,0,158345,0
*,*,*,627,Germany,Male,"[18,25[","[0,12[",184245,1,1,0,103099,0
*,*,*,684,Germany,Female,"[25,35[","[0,12[",114035,1,0,0,96885,0
*,*,*,718,France,Male,"[45,55[","[0,12[",79475,3,1,1,32421,1
*,*,*,620,Germany,Female,"[25,35[","[0,12[",102252,1,1,0,120672,0
*,*,*,488,Spain,Female,"[35,45[","[0,12[",140553,1,0,0,12440,0
*,*,*,532,France,Male,"[35,45[","[0,12[",148596,1,1,0,74839,1
*,*,*,512,Germany,Female,"[35,45[","[0,12[",153538,2,0,0,23101,0
